Symbol,Reserved1,PrimaryListingMarketParticipantID,PrimaryListingMarketPreviousClosingPrice,ConsolidatedClosingPrice,RoundLotSize,Reserved2,LULDTier,LULDLeverageRatio,Test,IPO,FinancialStatusIndicator,ShortSaleRestrictionIndicator,HaltReason,InstrumentType,Reserved3,Reserved4,Reserved5
DWM,,P,65.55,65.55,100,,2,1,0,0,0, , ,0,,,
DWX,,P,42.99,42.99,100,,1,1,0,0,0, , ,0,,,
DXC,,N,14.31,14.31,100,,1,1,0,0,0, , ,0,,,
DXD,,P,22.89,22.89,100,,2,2,0,0,0, , ,0,,,
DXF,,A,4.87,4.87,100,,2,1,0,0,4, , ,0,,,
DXIV,,P,60.4357,60.4357,100,,2,1,0,0,0, , ,0,,,
DXJ,,P,125.05,125.05,100,,1,1,0,0,0, , ,0,,,
DX,,N,12.49,12.49,100,,2,1,0,0,0, , ,0,,,
DXpC,,N,25.75,25.75,100,,2,1,0,0,0, , ,0,,,
DXUV,,P,57.8,57.8,100,,2,1,0,0,0, , ,0,,,
DXYZ,,N,28.34,28.34,100,,2,1,0,0,0, , ,0,,,
DYLD,,P,22.625,22.625,100,,2,1,0,0,0, , ,0,,,
DYLG,,P,26.6933,26.6933,100,,2,1,0,0,0, , ,0,,,
DY,,N,255.63,255.63,100,,2,1,0,0,0, , ,0,,,
DYNF,,P,57.37,57.37,100,,1,1,0,0,0, , ,0,,,
DZZ,,P,1.8,1.8,100,,2,2,0,0,8, , ,0,,,
EAD,,A,7.11,7.11,100,,2,1,0,0,0, , ,0,,,
EAFG,,P,21.7584,21.7584,100,,2,1,0,0,0, , ,0,,,
EAF,,N,0.9951,0.9951,100,,2,1,0,0,0, , ,0,,,
EAGG,,P,47.65,47.65,100,,1,1,0,0,0, , ,0,,,
EAGL,,P,30.99,30.99,100,,1,1,0,0,0, , ,0,,,
EAI,,N,21.7073,21.7073,100,,2,1,0,0,0, , ,0,,,
EALT,,Z,33.815,33.815,100,,2,1,0,0,0, , ,0,,,
EAOA,,Z,39.6031,39.6031,100,,2,1,0,0,0, , ,0,,,
EAOK,,Z,26.9789,26.9789,100,,2,1,0,0,0, , ,0,,,
EAOM,,Z,29.3353,29.3353,100,,2,1,0,0,0, , ,0,,,
EAOR,,Z,34.13,34.13,100,,2,1,0,0,0, , ,0,,,
EAPR,,P,28.575,28.575,100,,2,1,0,0,0, , ,0,,,
EARN,,N,5.85,5.85,100,,2,1,0,0,0, , ,0,,,
EASG,,P,34.1149,34.1149,100,,2,1,0,0,0, , ,0,,,
EAT,,N,156.14,156.14,100,,2,1,0,0,0, , ,0,,,
EATZ,,P,28.5409,28.5409,100,,2,1,0,0,0, , ,0,,,
EBF,,N,18.51,18.51,100,,2,1,0,0,0, , ,0,,,
EBIT,,P,34.2065,34.2065,100,,2,1,0,0,0, , ,0,,,
EB,,N,2.6,2.6,100,,2,1,0,0,0, , ,0,,,
EBND,,P,21.3,21.3,100,,1,1,0,0,0, , ,0,,,
EBR.B,,N,8.53,8.53,100,,2,1,0,0,0, , ,0,,,
EBR,,N,8.01,8.01,100,,2,1,0,0,0, , ,0,,,
EBS,,N,8.59,8.59,100,,2,1,0,0,0, , ,0,,,
EBUF,,P,27.7909,27.7909,100,,2,1,0,0,0, , ,0,,,
ECAT,,N,16.63,16.63,100,,2,1,0,0,0, , ,0,,,
ECCC,,N,23.28,23.28,100,,2,1,0,0,0, , ,0,,,
ECCF,,N,25.2,25.2,100,,2,1,0,0,0, , ,0,,,
ECC,,N,7.21,7.21,100,,2,1,0,0,0, , ,0,,,
ECCpD,,N,19.35,19.35,100,,2,1,0,0,0, , ,0,,,
ECCU,,N,25.16,25.16,100,,2,1,0,0,0, , ,0,,,
ECCV,,N,23.465,23.465,100,,2,1,0,0,0, , ,0,,,
ECCW,,N,23.68,23.68,100,,2,1,0,0,0, , ,0,,,
ECCX,,N,24.9001,24.9001,100,,2,1,0,0,0, , ,0,,,
ECF,,A,11,11,100,,2,1,0,0,0, , ,0,,,
ECFpA,,A,21.59,21.59,100,,2,1,0,0,0, , ,0,,,
ECG,,N,77.33,77.33,100,,1,1,0,0,0, , ,0,,,
ECH,,Z,32.55,32.55,100,,1,1,0,0,0, , ,0,,,
ECL,,N,280.38,280.38,100,,1,1,0,0,0, , ,0,,,
ECLN,,P,32.7305,32.7305,100,,2,1,0,0,0, , ,0,,,
ECML,,P,33.5153,33.5153,100,,2,1,0,0,0, , ,0,,,
EC,,N,9.23,9.23,100,,2,1,0,0,0, , ,0,,,
ECNS,,P,37.57,37.57,100,,2,1,0,0,0, , ,0,,,
ECO,,N,26.71,26.71,100,,2,1,0,0,0, , ,0,,,
ECON,,P,24.76,24.76,100,,2,1,0,0,0, , ,0,,,
ECVT,,N,9.1,9.1,100,,2,1,0,0,0, , ,0,,,
EDC,,P,42.29,42.29,100,,2,3,0,0,0, , ,0,,,
EDD,,N,5.3,5.3,100,,2,1,0,0,0, , ,0,,,
EDEN,,Z,110.0661,110.0661,100,,2,1,0,0,0, , ,0,,,
EDF,,N,5.17,5.17,100,,2,1,0,0,0, , ,0,,,
EDGE,,Z,41.8925,41.8925,100,,2,1,0,0,0, , ,0,,,
EDGF,,P,24.95,24.95,100,,2,1,0,0,0, , ,0,,,
EDGH,,P,26.84,26.84,100,,2,1,0,0,0, , ,0,,,
EDGI,,P,26.82,26.82,100,,2,1,0,0,0, , ,0,,,
EDGU,,P,26.9227,26.9227,100,,2,1,0,0,0, , ,0,,,
EDIV,,P,38.59,38.59,100,,1,1,0,0,0, , ,0,,,
ED,,N,100.07,100.07,100,,1,1,0,0,0, , ,0,,,
EDN,,N,21.12,21.12,100,,2,1,0,0,0, , ,0,,,
EDOG,,P,22.777,22.777,100,,2,1,0,0,0, , ,0,,,
EDOW,,P,39.6716,39.6716,100,,2,1,0,0,0, , ,0,,,
EDU,,N,46.88,46.88,100,,2,1,0,0,0, , ,0,,,
EDV,,P,64.7,64.7,100,,1,1,0,0,0, , ,0,,,
EDZ,,P,4.93,4.93,100,,2,3,0,0,0, , ,0,,,
EEA,,N,10.59,10.59,100,,2,1,0,0,0, , ,0,,,
EELV,,P,26.35,26.35,100,,2,1,0,0,0, , ,0,,,
EEMO,,P,17.4092,17.4092,100,,2,1,0,0,0, , ,0,,,
EEM,,P,49.91,49.91,100,,1,1,0,0,0, , ,0,,,
EEMS,,P,66.2663,66.2663,100,,2,1,0,0,0, , ,0,,,
EEMV,,Z,63.05,63.05,100,,1,1,0,0,0, , ,0,,,
EEMX,,P,38.9583,38.9583,100,,2,1,0,0,0, , ,0,,,
EE,,N,24.44,24.44,100,,2,1,0,0,0, , ,0,,,
EES,,P,56.08,56.08,100,,1,1,0,0,0, , ,0,,,
EETH,,P,79.17,79.17,100,,1,1,0,0,0, , ,0,,,
EET,,P,67.7725,67.7725,100,,2,2,0,0,0, , ,0,,,
EEV,,P,11.7703,11.7703,100,,2,2,0,0,0, , ,0,,,
EEX,,N,5.12,5.12,100,,2,1,0,0,0, , ,0,,,
EFAA,,P,52.315,52.315,100,,2,1,0,0,0, , ,0,,,
EFAD,,Z,42.2007,42.2007,100,,2,1,0,0,0, , ,0,,,
EFA,,P,91.68,91.68,100,,1,1,0,0,0, , ,0,,,
EFAV,,Z,85.15,85.15,100,,1,1,0,0,0, , ,0,,,
EFAX,,P,48.3689,48.3689,100,,2,1,0,0,0, , ,0,,,
EFC,,N,13.79,13.79,100,,2,1,0,0,0, , ,0,,,
EFCpA,,N,25.4,25.4,100,,2,1,0,0,0, , ,0,,,
EFCpB,,N,23.66,23.66,100,,2,1,0,0,0, , ,0,,,
EFCpC,,N,25.1,25.1,100,,2,1,0,0,0, , ,0,,,
EFCpD,,N,23.78,23.78,100,,2,1,0,0,0, , ,0,,,
EFFE,,P,23.227,23.227,100,,2,1,0,0,0, , ,0,,,
EFFI,,P,23.7568,23.7568,100,,2,1,0,0,0, , ,0,,,
EFG,,Z,111.36,111.36,100,,1,1,0,0,0, , ,0,,,
EFIV,,P,61.695,61.695,100,,1,1,0,0,0, , ,0,,,
EFNL,,Z,41.8047,41.8047,100,,2,1,0,0,0, , ,0,,,
EFO,,P,58.3075,58.3075,100,,2,2,0,0,0, , ,0,,,
EFR,,N,11.7,11.7,100,,2,1,0,0,0, , ,0,,,
EFT,,N,12.11,12.11,100,,2,1,0,0,0, , ,0,,,
EFU,,P,10.3206,10.3206,100,,2,2,0,0,0, , ,0,,,
EFV,,Z,66.98,66.98,100,,1,1,0,0,0, , ,0,,,
EFX,,N,245.98,245.98,100,,1,1,0,0,0, , ,0,,,
EFXT,,N,9.77,9.77,100,,2,1,0,0,0, , ,0,,,
EFZ,,P,13.5797,13.5797,100,,2,1,0,0,0, , ,0,,,
EGG,,A,5.8,5.8,100,,2,1,0,0,0, , ,0,,,
EGGS,,P,40.40316,40.40316,100,,2,1,0,0,0, , ,0,,,
EGGY,,P,37.91447,37.91447,100,,2,1,0,0,0, , ,0,,,
EGLE,,P,28.5494,28.5494,100,,2,1,0,0,0, , ,0,,,
EG,,N,343.34,343.34,100,,1,1,0,0,0, , ,0,,,
EGO,,N,24.28,24.28,100,,2,1,0,0,0, , ,0,,,
EGP,,N,168.77,168.77,100,,1,1,0,0,0, , ,0,,,
EGUS,,Z,49.5179,49.5179,100,,2,1,0,0,0, , ,0,,,
EGY,,N,3.87,3.87,100,,2,1,0,0,0, , ,0,,,
EHAB,,N,8,8,100,,2,1,0,0,0, , ,0,,,
EHC,,N,123.58,123.58,100,,1,1,0,0,0, , ,0,,,
EHI,,N,6.58,6.58,100,,2,1,0,0,0, , ,0,,,
EICA,,N,24.55,24.55,100,,2,1,0,0,0, , ,0,,,
EICB,,N,25.06,25.06,100,,2,1,0,0,0, , ,0,,,
EICC,,N,25.14,25.14,100,,2,1,0,0,0, , ,0,,,
EIC,,N,13.73,13.73,100,,2,1,0,0,0, , ,0,,,
EIDO,,P,18.16,18.16,100,,1,1,0,0,0, , ,0,,,
EIG,,N,43.34,43.34,100,,2,1,0,0,0, , ,0,,,
EIIA,,N,25.38,25.38,100,,2,1,0,0,0, , ,0,,,
EIM,,A,9.81,9.81,100,,2,1,0,0,0, , ,0,,,
EINC,,P,96.5379,96.5379,100,,2,1,0,0,0, , ,0,,,
EIPI,,P,19.83,19.83,100,,2,1,0,0,0, , ,0,,,
EIPX,,P,26.1694,26.1694,100,,2,1,0,0,0, , ,0,,,
EIRL,,P,67.0849,67.0849,100,,2,1,0,0,0, , ,0,,,
EIS,,P,95.12,95.12,100,,1,1,0,0,0, , ,0,,,
EIX,,N,55.38,55.38,100,,1,1,0,0,0, , ,0,,,
EJAN,,P,32.7395,32.7395,100,,2,1,0,0,0, , ,0,,,
EJUL,,P,28.1162,28.1162,100,,2,1,0,0,0, , ,0,,,
ELA,,A,7.35,7.35,100,,2,1,0,0,0, , ,0,,,
ELAN,,N,18.49,18.49,100,,1,1,0,0,0, , ,0,,,
ELC,,N,21.4806,21.4806,100,,2,1,0,0,0, , ,0,,,
ELCV,,P,26.51,26.51,100,,2,1,0,0,0, , ,0,,,
ELD,,P,28.27,28.27,100,,2,1,0,0,0, , ,0,,,
ELF,,N,124.9,124.9,100,,1,1,0,0,0, , ,0,,,
ELLO,,A,17.5,17.5,100,,2,1,0,0,0, , ,0,,,
ELMD,,A,24.77,24.77,100,,2,1,0,0,0, , ,0,,,
ELME,,N,17.11,17.11,100,,2,1,0,0,0, , ,0,,,
ELM,,P,26.6423,26.6423,100,,2,1,0,0,0, , ,0,,,
EL,,N,92.61,92.61,100,,1,1,0,0,0, , ,0,,,
ELON,,P,14.4924,14.4924,100,,2,1,0,0,0, , ,0,,,
ELPC,,N,8.28,8.28,100,,2,1,0,0,0, , ,0,,,
ELP,,N,9.03,9.03,100,,2,1,0,0,0, , ,0,,,
ELS,,N,60,60,100,,1,1,0,0,0, , ,0,,,
ELV,,N,309.81,309.81,100,,1,1,0,0,0, , ,0,,,
EMA,,N,47.46,47.46,100,,2,1,0,0,0, , ,0,,,
EMBD,,P,23.45,23.45,100,,2,1,0,0,0, , ,0,,,
EMC,,P,29.8221,29.8221,100,,2,1,0,0,0, , ,0,,,
EMCR,,P,33.82,33.82,100,,2,1,0,0,0, , ,0,,,
EMCS,,P,31.6205,31.6205,100,,1,1,0,0,0, , ,0,,,
EMDM,,P,25.9596,25.9596,100,,2,1,0,0,0, , ,0,,,
EMD,,N,10.24,10.24,100,,2,1,0,0,0, , ,0,,,
EMDV,,Z,46.259,46.259,100,,2,1,0,0,0, , ,0,,,
EME,,N,624,624,100,,1,1,0,0,0, , ,0,,,
EMES,,P,20.4896,20.4896,100,,2,1,0,0,0, , ,0,,,
EMF,,N,15.41,15.41,100,,2,1,0,0,0, , ,0,,,
EMGF,,Z,53.64,53.64,100,,1,1,0,0,0, , ,0,,,
EMHC,,P,24.8694,24.8694,100,,1,1,0,0,0, , ,0,,,
EMHY,,Z,39.44,39.44,100,,1,1,0,0,0, , ,0,,,
EMLC,,P,25.28,25.28,100,,1,1,0,0,0, , ,0,,,
EMLP,,P,37.95,37.95,100,,1,1,0,0,0, , ,0,,,
EMMF,,P,29.695,29.695,100,,2,1,0,0,0, , ,0,,,
EMM,,P,30.29,30.29,100,,2,1,0,0,0, , ,0,,,
EMN,,N,68.83,68.83,100,,1,1,0,0,0, , ,0,,,
EMNT,,P,98.8136,98.8136,100,,2,1,0,0,0, , ,0,,,
EMO,,N,47.67,47.67,100,,2,1,0,0,0, , ,0,,,
EMOP,,P,37.1907,37.1907,100,,2,1,0,0,0, , ,0,,,
EMOT,,P,23.3781,23.3781,100,,2,1,0,0,0, , ,0,,,
EMPB,,P,29.28,29.28,100,,2,1,0,0,0, , ,0,,,
EMP,,N,21.525,21.525,100,,2,1,0,0,0, , ,0,,,
EMQQ,,P,42.8631,42.8631,100,,2,1,0,0,0, , ,0,,,
EMR,,N,133.45,133.45,100,,1,1,0,0,0, , ,0,,,
EMSF,,P,27.5435,27.5435,100,,2,1,0,0,0, , ,0,,,
EMTL,,Z,43.4943,43.4943,100,,2,1,0,0,0, , ,0,,,
EMTY,,P,11.366,11.366,100,,2,1,0,0,0, , ,0,,,
EMX,,A,3.47,3.47,100,,2,1,0,0,0, , ,0,,,
E,,N,35.51,35.51,100,,2,1,0,0,0, , ,0,,,
ENB,,N,47.61,47.61,100,,2,1,0,0,0, , ,0,,,
ENFR,,P,31.74,31.74,100,,1,1,0,0,0, , ,0,,,
ENFY,,N,0.99,0.99,100,,2,1,0,0,0, , ,0,,,
ENIC,,N,3.47,3.47,100,,2,1,0,0,0, , ,0,,,
ENJ,,N,21.48,21.48,100,,2,1,0,0,0, , ,0,,,
ENO,,N,22.83,22.83,100,,2,1,0,0,0, , ,0,,,
ENOR,,Z,28.2236,28.2236,100,,2,1,0,0,0, , ,0,,,
ENOV,,N,31.02,31.02,100,,2,1,0,0,0, , ,0,,,
ENR,,N,28.13,28.13,100,,2,1,0,0,0, , ,0,,,
ENS,,N,102.35,102.35,100,,2,1,0,0,0, , ,0,,,
ENVA,,N,119.78,119.78,100,,2,1,0,0,0, , ,0,,,
ENX,,A,9.29,9.29,100,,2,1,0,0,0, , ,0,,,
EOCT,,P,29.0014,29.0014,100,,2,1,0,0,0, , ,0,,,
EOD,,N,5.69,5.69,100,,2,1,0,0,0, , ,0,,,
EOG,,N,122.88,122.88,100,,1,1,0,0,0, , ,0,,,
EOI,,N,21.36,21.36,100,,2,1,0,0,0, , ,0,,,
EONR,,A,0.348,0.348,100,,2,1,0,0,0, , ,0,,,
EONR.WS,,A,0.0578,0.0578,100,,0,1,0,0,0, , ,0,,,
EOS,,N,23.96,23.96,100,,2,1,0,0,0, , ,0,,,
EOT,,N,16.38,16.38,100,,2,1,0,0,0, , ,0,,,
EP,,A,4.89,4.89,100,,2,1,0,0,0, , ,0,,,
EPAC,,N,42.79,42.79,100,,2,1,0,0,0, , ,0,,,
EPAM,,N,173.55,173.55,100,,1,1,0,0,0, , ,0,,,
EPC,,N,23.51,23.51,100,,2,1,0,0,0, , ,0,,,
EPD,,N,31.62,31.62,100,,2,1,0,0,0, , ,0,,,
EPEM,,P,21.6303,21.6303,100,,2,1,0,0,0, , ,0,,,
EPHE,,P,26.56,26.56,100,,1,1,0,0,0, , ,0,,,
EPIN,,P,21.2273,21.2273,100,,2,1,0,0,0, , ,0,,,
EPI,,P,44.45,44.45,100,,1,1,0,0,0, , ,0,,,
EPM,,A,5.1,5.1,100,,2,1,0,0,0, , ,0,,,
EPMB,,P,22.4729,22.4729,100,,2,1,0,0,0, , ,0,,,
EPMV,,P,22.7599,22.7599,100,,2,1,0,0,0, , ,0,,,
EPOL,,P,32.34,32.34,100,,1,1,0,0,0, , ,0,,,
EPpC,,N,49.08,49.08,100,,2,1,0,0,0, , ,0,,,
EPP,,P,51.31,51.31,100,,1,1,0,0,0, , ,0,,,
EPRF,,Z,18.22,18.22,100,,2,1,0,0,0, , ,0,,,
EPR,,N,54.95,54.95,100,,1,1,0,0,0, , ,0,,,
EPRpC,,N,24.52,24.52,100,,2,1,0,0,0, , ,0,,,
EPRpE,,N,31.2,31.2,100,,2,1,0,0,0, , ,0,,,
EPRpG,,N,20.93,20.93,100,,2,1,0,0,0, , ,0,,,
EPRT,,N,31.26,31.26,100,,2,1,0,0,0, , ,0,,,
EPSB,,P,22.7336,22.7336,100,,2,1,0,0,0, , ,0,,,
EPS,,P,67.17,67.17,100,,1,1,0,0,0, , ,0,,,
EPSV,,P,23.8535,23.8535,100,,2,1,0,0,0, , ,0,,,
EPU,,P,52.9672,52.9672,100,,1,1,0,0,0, , ,0,,,
EPV,,P,25.45,25.45,100,,2,2,0,0,0, , ,0,,,
EQAL,,P,51.75,51.75,100,,1,1,0,0,0, , ,0,,,
EQBK,,N,40.86,40.86,100,,2,1,0,0,0, , ,0,,,
EQH,,N,53.78,53.78,100,,1,1,0,0,0, , ,0,,,
EQHpA,,N,21.305,21.305,100,,2,1,0,0,0, , ,0,,,
EQHpC,,N,17.41,17.41,100,,2,1,0,0,0, , ,0,,,
EQIN,,P,46.04,46.04,100,,2,1,0,0,0, , ,0,,,
EQL,,P,45.3867,45.3867,100,,1,1,0,0,0, , ,0,,,
EQLT,,Z,27.7015,27.7015,100,,2,1,0,0,0, , ,0,,,
EQNR,,N,24.61,24.61,100,,2,1,0,0,0, , ,0,,,
EQR,,N,65.14,65.14,100,,1,1,0,0,0, , ,0,,,
EQS,,N,2.035,2.035,100,,2,1,0,0,0, , ,0,,,
EQT,,N,51.35,51.35,100,,1,1,0,0,0, , ,0,,,
EQTY,,P,25.9511,25.9511,100,,2,1,0,0,0, , ,0,,,
EQV,,N,10.37,10.37,100,,2,1,0,0,0, , ,0,,,
EQV.U,,N,10.55,10.55,100,,2,1,0,0,0, , ,0,,,
EQV.WS,,N,0.4999,0.4999,100,,0,1,0,0,0, , ,0,,,
EQWL,,P,113.12,113.12,100,,1,1,0,0,0, , ,0,,,
EQX,,A,8.2,8.2,100,,2,1,0,0,0, , ,0,,,
ERC,,A,9.509,9.509,100,,2,1,0,0,0, , ,0,,,
ERH,,A,12.11,12.11,100,,2,1,0,0,0, , ,0,,,
ERJ,,N,55.85,55.85,100,,2,1,0,0,0, , ,0,,,
ERO,,N,14.51,14.51,100,,2,1,0,0,0, , ,0,,,
ERTH,,P,45.4999,45.4999,100,,2,1,0,0,0, , ,0,,,
ERX,,P,56.09,56.09,100,,2,2,0,0,0, , ,0,,,
ERY,,P,20.74,20.74,100,,2,2,0,0,0, , ,0,,,
ESAB,,N,117.5,117.5,100,,1,1,0,0,0, , ,0,,,
ESBA,,P,7.395,7.395,100,,2,1,0,0,0, , ,0,,,
ESE,,N,198.51,198.51,100,,2,1,0,0,0, , ,0,,,
ESGG,,Z,193.5014,193.5014,100,,2,1,0,0,0, , ,0,,,
ESGV,,Z,114.87,114.87,100,,1,1,0,0,0, , ,0,,,
ESG,,Z,151.3201,151.3201,100,,2,1,0,0,0, , ,0,,,
ESI,,N,25.75,25.75,100,,1,1,0,0,0, , ,0,,,
ESIX,,P,31.8823,31.8823,100,,2,1,0,0,0, , ,0,,,
ESML,,Z,44.495,44.495,100,,1,1,0,0,0, , ,0,,,
ES,,N,64.8,64.8,100,,1,1,0,0,0, , ,0,,,
ESNT,,N,63.61,63.61,100,,2,1,0,0,0, , ,0,,,
ESP,,A,47.03,47.03,100,,2,1,0,0,0, , ,0,,,
ESRT,,N,7.6,7.6,100,,2,1,0,0,0, , ,0,,,
ESS,,N,267.62,267.62,100,,1,1,0,0,0, , ,0,,,
ESTC,,N,83.3,83.3,100,,1,1,0,0,0, , ,0,,,
ETB,,N,14.95,14.95,100,,2,1,0,0,0, , ,0,,,
ETD,,N,29.96,29.96,100,,2,1,0,0,0, , ,0,,,
ETG,,N,20.75,20.75,100,,2,1,0,0,0, , ,0,,,
ETHD,,P,3.25,3.25,100,,2,1,0,0,0, , ,0,,,
ETHE,,P,37.68,37.68,100,,1,1,0,0,0, , ,0,,,
ETHO,,P,62.6126,62.6126,100,,2,1,0,0,0, , ,0,,,
ETH,,P,43.01,43.01,100,,1,1,0,0,0, , ,0,,,
ETHT,,P,114.75,114.75,100,,2,1,0,0,0, , ,0,,,
ETHU,,Z,164.2,164.2,100,,2,2,0,0,0, , ,0,,,
ETHV,,Z,66.91,66.91,100,,1,1,0,0,0, , ,0,,,
ETHW,,P,32.74,32.74,100,,1,1,0,0,0, , ,0,,,
ETIp,,N,23.5123,23.5123,100,,2,1,0,0,0, , ,0,,,
ETJ,,N,8.97,8.97,100,,2,1,0,0,0, , ,0,,,
ET,,N,17.57,17.57,100,,2,1,0,0,0, , ,0,,,
ETN,,N,351.4,351.4,100,,1,1,0,0,0, , ,0,,,
ETO,,N,27.35,27.35,100,,2,1,0,0,0, , ,0,,,
ETpI,,N,11.4327,11.4327,100,,2,1,0,0,0, , ,0,,,
ETQ,,Z,1.49,1.49,100,,2,2,0,0,0, , ,0,,,
ETR,,N,89.55,89.55,100,,1,1,0,0,0, , ,0,,,
ETU,,Z,42.78,42.78,100,,2,2,0,0,0, , ,0,,,
ETV,,N,14.01,14.01,100,,2,1,0,0,0, , ,0,,,
ETW,,N,8.93,8.93,100,,2,1,0,0,0, , ,0,,,
ETX,,N,18.56,18.56,100,,2,1,0,0,0, , ,0,,,
ETY,,N,15.83,15.83,100,,2,1,0,0,0, , ,0,,,
EUAD,,Z,41.86,41.86,100,,1,1,0,0,0, , ,0,,,
EUDG,,P,34.9923,34.9923,100,,2,1,0,0,0, , ,0,,,
EUDV,,Z,52.6782,52.6782,100,,2,1,0,0,0, , ,0,,,
EUM,,P,22.4286,22.4286,100,,2,1,0,0,0, , ,0,,,
EUO,,P,28.36,28.36,100,,2,2,0,0,0, , ,0,,,
EURL,,P,34.92,34.92,100,,2,3,0,0,0, , ,0,,,
EUSA,,P,102.7063,102.7063,100,,1,1,0,0,0, , ,0,,,
EUSB,,P,43.67,43.67,100,,1,1,0,0,0, , ,0,,,
EUSM,,P,26.8261,26.8261,100,,2,1,0,0,0, , ,0,,,
EVAC,,N,9.93,9.93,100,,2,1,0,0,0, , ,0,,,
EVAC.U,,N,10.055,10.055,100,,2,1,0,0,0, , ,0,,,
EVAC.WS,,N,0.38,0.38,100,,0,1,0,0,0, , ,0,,,
EVAV,,P,27.0157,27.0157,100,,2,2,0,0,0, , ,0,,,
EVC,,N,2.58,2.58,100,,2,1,0,0,0, , ,0,,,
EVEX,,N,4.04,4.04,100,,2,1,0,0,0, , ,0,,,
EVEX.WS,,N,0.44,0.44,100,,0,1,0,0,0, , ,0,,,
EVF,,N,5.545,5.545,100,,2,1,0,0,0, , ,0,,,
EVG,,N,11.27,11.27,100,,2,1,0,0,0, , ,0,,,
EVH,,N,9.62,9.62,100,,2,1,0,0,0, , ,0,,,
EVHY,,P,53.475,53.475,100,,2,1,0,0,0, , ,0,,,
EVI,,A,27.51,27.51,100,,2,1,0,0,0, , ,0,,,
EVIM,,P,51.5838,51.5838,100,,2,1,0,0,0, , ,0,,,
EVLN,,P,50.055,50.055,100,,1,1,0,0,0, , ,0,,,
EVLU,,Z,28.3654,28.3654,100,,2,1,0,0,0, , ,0,,,
EVM,,A,8.95,8.95,100,,2,1,0,0,0, , ,0,,,
EVMO,,P,50.32,50.32,100,,2,1,0,0,0, , ,0,,,
EVN,,N,10.44,10.44,100,,2,1,0,0,0, , ,0,,,
EVNT,,P,11.8363,11.8363,100,,2,1,0,0,0, , ,0,,,
EVR,,N,324.26,324.26,100,,1,1,0,0,0, , ,0,,,
EVSB,,P,51.085,51.085,100,,2,1,0,0,0, , ,0,,,
EVSM,,P,50.43,50.43,100,,1,1,0,0,0, , ,0,,,
EVTC,,N,36.45,36.45,100,,2,1,0,0,0, , ,0,,,
EVTL,,N,4.96,4.96,100,,2,1,0,0,0, , ,0,,,
EVT,,N,24.27,24.27,100,,2,1,0,0,0, , ,0,,,
EVTR,,N,51.32,51.32,100,,1,1,0,0,0, , ,0,,,
EVUS,,Z,31.117,31.117,100,,2,1,0,0,0, , ,0,,,
EVV,,A,10.31,10.31,100,,2,1,0,0,0, , ,0,,,
EVX,,P,40.21,40.21,100,,2,1,0,0,0, , ,0,,,
EWA,,P,27,27,100,,1,1,0,0,0, , ,0,,,
EWC,,P,48.37,48.37,100,,1,1,0,0,0, , ,0,,,
EWD,,P,46.46,46.46,100,,1,1,0,0,0, , ,0,,,
EWG,,P,41.89,41.89,100,,1,1,0,0,0, , ,0,,,
EWH,,P,21.21,21.21,100,,1,1,0,0,0, , ,0,,,
EWI,,P,50.91,50.91,100,,1,1,0,0,0, , ,0,,,
EWJ,,P,78.63,78.63,100,,1,1,0,0,0, , ,0,,,
EWK,,P,23.155,23.155,100,,2,1,0,0,0, , ,0,,,
EWL,,P,55.24,55.24,100,,1,1,0,0,0, , ,0,,,
EWM,,P,25.05,25.05,100,,1,1,0,0,0, , ,0,,,
EW,,N,80.9,80.9,100,,1,1,0,0,0, , ,0,,,
EWN,,P,53.59,53.59,100,,1,1,0,0,0, , ,0,,,
EWO,,P,30.82,30.82,100,,1,1,0,0,0, , ,0,,,
EWP,,P,47.66,47.66,100,,1,1,0,0,0, , ,0,,,
EWQ,,P,42.56,42.56,100,,1,1,0,0,0, , ,0,,,
EWS,,P,27.89,27.89,100,,1,1,0,0,0, , ,0,,,
EWT,,P,59.77,59.77,100,,1,1,0,0,0, , ,0,,,
EWU,,P,41.66,41.66,100,,1,1,0,0,0, , ,0,,,
EWUS,,Z,40.6066,40.6066,100,,2,1,0,0,0, , ,0,,,
EWV,,P,29.04,29.04,100,,2,2,0,0,0, , ,0,,,
EWW,,P,61.94,61.94,100,,1,1,0,0,0, , ,0,,,
EWX,,P,66.14,66.14,100,,1,1,0,0,0, , ,0,,,
EWY,,P,72.47,72.47,100,,1,1,0,0,0, , ,0,,,
EWZ,,P,29.02,29.02,100,,1,1,0,0,0, , ,0,,,
EXG,,N,8.9,8.9,100,,2,1,0,0,0, , ,0,,,
EXI,,P,169.9,169.9,100,,1,1,0,0,0, , ,0,,,
EXK,,N,5.94,5.94,100,,2,1,0,0,0, , ,0,,,
EXOD,,A,27.25,27.25,100,,2,1,0,0,0, , ,0,,,
EXPD,,N,122.33,122.33,100,,1,1,0,0,0, , ,0,,,
EXP,,N,235.53,235.53,100,,1,1,0,0,0, , ,0,,,
EXR,,N,141.57,141.57,100,,1,1,0,0,0, , ,0,,,
EYLD,,Z,37.51,37.51,100,,1,1,0,0,0, , ,0,,,
EZA,,P,57.38,57.38,100,,1,1,0,0,0, , ,0,,,
EZBC,,Z,64.9,64.9,100,,1,1,0,0,0, , ,0,,,
EZET,,Z,34.68,34.68,100,,2,1,0,0,0, , ,0,,,
