exchange|confidence_score|al_symbol|lot|halt_reason|sic_code|status|primary_listing|currency|share_class_figi|share_class_shares_outstanding|locale|margin_requirement_short|sector|name|scalerevenue|earnings_announcement|location|shares_outstanding|figi|type|isin|country|sic_industry|composite_symbol|margin_requirement_long|homepage_url|weighted_shares_outstanding|industry|symbol|scalemarketcap|description|shortable|tradable|short_sale_restricted|composite_figi|sic_description|fama_industry|easy_to_borrow|marginable|maintenance_margin_requirement|branding|cusips|fama_sector|sic_sector|cik|market_capital|null_count
XNYS|7.0||||6021|Normal|False|USD||2300000.0|us||Financial Services|First Horizon National Corp.||2025-10-15T12:00:00.000+0000|165 MADISON AVENUE, MEMPHIS, TN, 38103|507725483.0|BBG00VVNM4K1|PRF||USA|National Commercial Banks|FHNpC:US||https://www.firsthorizon.com||Banks - Regional|FHNpC||First Horizon Corp is the parent company of First Tennessee Bank, a prominent regional bank with about 200 branches around Tennessee. The company's reportable segments are: Commercial, Consumer & Wealth, Wholesale, and Corporate. The majority of its revenue is generated from Commercial, Consumer & Wealth. The Commercial, Consumer & Wealth segment offers financial products and services, including traditional lending and deposit taking, to commercial and consumer clients in the southern USA and other selected markets.|||||NATIONAL COMMERCIAL BANKS|Banking||||/Zmlyc3Rob3Jpem9uLmNvbQ/images/2025-04-04_logo.svg|320517600||Finance Insurance And Real Estate|0000036966|12781633627.0|18
XNYS|7.0||||6199|Normal|False|USD||750000.0|us||Financial Services|Synchrony Financial||2025-10-14T12:30:00.000+0000|777 LONG RIDGE ROAD, STAMFORD, CT, 06902-1250|372058000.0|BBG00QSFBV16|PRF||USA|Finance Services|SYFpA:US||https://www.synchronyfinancial.com||Credit Services|SYFpA||Synchrony Financial, originally a spinoff of GE Capital's retail financing business, is the largest provider of private-label credit cards in the United States by both outstanding receivables and purchasing volume. Synchrony partners with other firms to market its credit products in their physical stores as well as on their websites and mobile applications. Synchrony operates through three segments: retail card (private-label and co-branded general-purpose credit cards), payment solutions (promotional financing for large ticket purchases), and CareCredit (financing for elective healthcare procedures).|||||FINANCE SERVICES|Banking||||/c3luY2hyb255ZmluYW5jaWFsLmNvbQ/images/2025-04-04_logo.svg|87165B202||Finance Insurance And Real Estate|0001601712|7271873610.0|18
XNYS|7.0||||4813|Normal|False|USD|||us||Communication Services|Telephone And Data Systems, Inc.||2025-10-30T12:00:00.000+0000|30 NORTH LASALLE STREET, STE 4000, CHICAGO, IL, 60602|198319469.0|BBG00ZF244C5|PRF|US8794337878|USA|Telephone Communications (No Radiotelephone)|TDSpU:US||https://www.tdsinc.com||Telecom Services|TDSpU||Telephone and Data Systems Inc is a diversified telecommunications operator that provides mobile, telephone, and broadband services. The company's segments include UScellular Wireless, UScellular Towers, and TDS Telecom. It generates maximum revenue from the UScellular Wireless segment.|||||TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)|Communication||||/dGRzaW5jLmNvbQ/images/2025-04-04_logo.svg|879433787||Transportation Communications Electric Gas And Sanitary Service|0001051512|4125995612.0|18
XNYS|7.0||||3433|Deficient|False|USD||7357580.0|us||Industrials|Babcock & Wilcox Enterprises Inc||2025-11-05T12:00:00.000+0000|1200 E. MARKET STREET, SUITE 650, AKRON, OH, 44305|13534439.0|BBG010R8N755|PRF||USA|Heating Equipment Except Electric & Warm Air Furnaces|BWpA:US||https://www.babcock.com||Specialty Industrial Machinery|BWpA||Babcock & Wilcox Enterprises Inc is a power generation equipment supplier and servicing company that operates in three segments: B&W Renewable, B&W Environmental, and B&W Thermal. B&W Thermal, focuses on steam generation products and solutions for plants in the power generation, oil, and gas, and industrial sectors, generates the majority of the company's revenue. B&W Renewable focuses on sustainable power and heat generation while B&W Environmental focuses on emissions control. The company's customer base spans the industrial, electrical utility, and municipal industries located predominantly in the United States, Canada, Denmark, the United Kingdom, and other regions. Business in the U.S. contributes the vast majority of its revenue.|||||HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES|Construction Materials||||/YmFiY29jay5jb20/images/2025-04-04_logo.svg|05614L407||Manufacturing|0001630805|1314274000.0|18
XNYS|7.0||||6021|Normal|True|USD||3970000.0|us||Financial Services|Wells Fargo & Co.||2025-10-14T11:00:00.000+0000|420 MONTGOMERY STREET, SAN FRANCISCO, CA, 94104|204301962.0|BBG000001Y75|PRF||USA|National Commercial Banks|WFCpL:US||https://www.wellsfargo.com||Banks - Diversified|WFCpL||Wells Fargo is one of the largest banks in the United States, with approximately $1.9 trillion in balance-sheet assets. The company has four primary segments: consumer banking, commercial banking, corporate and investment banking, and wealth and investment management. It is almost entirely focused on the US.|||||NATIONAL COMMERCIAL BANKS|Banking||||/d2VsbHNmYXJnby5jb20/images/2025-04-04_logo.svg|949746804||Finance Insurance And Real Estate|0000072971|252564214483.0|18
XNYS|7.0||||6798|Normal|True|USD||6000000.0|us||Real Estate|EPR Properties||2025-10-28T10:59:00.000+0000|909 WALNUT STREET, SUITE 200, KANSAS CITY, MO, 64106|76116600.0|BBG00JB593G1|PRF||USA|Real Estate Investment Trusts|EPRpG:US||https://www.eprkc.com||REIT - Specialty|EPRpG||EPR Properties is a real estate investment trust that focuses on underwriting experiential property investments on key industry and property cash flow criteria, and the credit metrics of tenants and customers. The company invests in two property segments: Experiential, including theaters, family entertainment centers, ski resorts, and other attractions; and Education, including early childhood education centers and private school properties. The Company's business is focused on Experiential real estate. The majority of revenue comes from the Experiential sector.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/ZXBya2MuY29t/images/2025-04-04_logo.svg|26884U505||Finance Insurance And Real Estate|0001045450|1590836940.0|18
XNYS|7.0||||6798|Normal|True|USD||6985917.0|us||Real Estate|Invesco Mortgage Capital Inc||2025-10-29T12:00:00.000+0000|1331 SPRING ST. NW, SUITE 2500, ATLANTA, GA, 30309|20833245.0|BBG00HDT5DW5|PRF||USA|Real Estate Investment Trusts|IVRpC:US||https://www.invescomortgagecapital.com||REIT - Mortgage|IVRpC||Invesco Mortgage Capital Inc is a REIT that invests, finances, and manages residential and commercial mortgage-backed securities and mortgage loans. The company's portfolio consists of residential mortgage-backed securities (RMBS) that are guaranteed by a U.S. government agency such as the Government National Mortgage Association, or a federally chartered corporation such as the Federal National Mortgage Association or the Federal Home Loan Mortgage Corporation; Commercial mortgage-backed securities (CMBS) that are not guaranteed by a U.S. government agency or a federally chartered corporation; RMBS that are not guaranteed by a U.S. government agency or a federally chartered corporation; and other real estate-related financing arrangements.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/aW52ZXNjb21vcnRnYWdlY2FwaXRhbC5jb20/images/2025-04-04_logo.png|46131B506||Finance Insurance And Real Estate|0001437071|506664518.0|18
XNYS|7.0||||6021|Normal|True|USD|||us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|13968231587.0|BBG00KVSPD67|PRF|US06055H6080|USA|National Commercial Banks|BACpB:US||https://www.bankofamerica.com||Banks - Diversified|BACpB||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|060505229||Finance Insurance And Real Estate|0000070858|353116894519.0|18
XNYS|7.0||||6211|Normal|False|USD||9000.0|us||Financial Services|Stifel Financial Corp.||2025-10-22T12:00:00.000+0000|ATTN: JAMES G. LASCHOBER, 501 N. BROADWAY, ST. LOUIS, MO, 63102-2102|102173000.0|BBG00TSXW1T4|PRF||USA|Security Brokers Dealers & Flotation Companies|SFpC:US||https://www.stifel.com||Capital Markets|SFpC||Stifel Financial Corp is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 67% of the company's net revenue is derived from its world-wide wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/c3RpZmVsLmNvbQ/images/2025-04-04_logo.svg|860630870||Finance Insurance And Real Estate|0000720672|2515397087.0|18
XNYS|7.0||||6211|Normal|False|USD||12000000.0|us||Financial Services|Stifel Financial Corp.||2025-10-22T12:00:00.000+0000|ATTN: JAMES G. LASCHOBER, 501 N. BROADWAY, ST. LOUIS, MO, 63102-2102|102173000.0|BBG011VCL573|PRF||USA|Security Brokers Dealers & Flotation Companies|SFpD:US||https://www.stifel.com||Capital Markets|SFpD||Stifel Financial Corp is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 67% of the company's net revenue is derived from its world-wide wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/c3RpZmVsLmNvbQ/images/2025-04-04_logo.svg|860630862||Finance Insurance And Real Estate|0000720672|1864146385.0|18
XNYS|7.0||||6022|Normal|False|USD|||us||Financial Services|M & T Bank Corp||2025-10-16T13:30:00.000+0000|C/O LEGAL, ONE M&T PLAZA, BUFFALO, NY, 14203|156269000.0|BBG016JM9621|PRF|US55261F1049|USA|State Commercial Banks|MTBpH:US||https://www3.mtb.com||Banks - Regional|MTBpH||M&T Bank is one of the largest regional banks in the United States, with branches in New York, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, Massachusetts, New Hampshire, Vermont, Maine, Connecticut, and New Jersey. The bank was founded to serve manufacturing and trading businesses around the Erie Canal and is primarily focused on commercial real estate and commercial-related lending, with some retail operations also present.|||||STATE COMMERCIAL BANKS|Banking||||/d3d3My5tdGIuY29t/images/2025-04-04_logo.svg|55261F872||Finance Insurance And Real Estate|0000036270|3936416110.0|18
XNYS|7.0||||6211|Normal|False|USD|||us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|1596340000.0|BBG00QX7XKW4|PRF|US61762V8046|USA|Security Brokers Dealers & Flotation Companies|MSpL:US||https://www.morganstanley.com||Capital Markets|MSpL||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61762V804||Finance Insurance And Real Estate|0000895421|32948457600.0|18
XNYS|7.0||||6331|Normal|False|USD|||us||Financial Services|RenaissanceRe Holdings Ltd||2025-11-04T12:00:00.000+0000|RENAISSANCE HOUSE, 12 CROW LANE, PEMBROKE, D0, HM19|47066200.0|BBG011Q45LF1|PRF|BMG7498P1279|USA|Fire Marine & Casualty Insurance|RNRpG:US||https://www.renre.com||Insurance - Reinsurance|RNRpG||RenaissanceRe Holdings Ltd provides reinsurance and insurance solutions and related services. The company's core products include property, casualty and specialty reinsurance. Revenue is derived from three sources: net premiums earned from the insurance and insurance products sold; net investment income from the investment of capital funds and cash; and other income from the company's joint ventures, advisory services, and other items. The reportable segments of the company are the Property segment which includes catastrophe and other property reinsurance, and the Casualty and Specialty segment which is comprised of casualty and specialty reinsurance. It derives a majority of its revenue from the Casualty and specialty segment.|||||FIRE, MARINE & CASUALTY INSURANCE|Insurance||||/cmVucmUuY29t/images/2025-04-04_logo.svg|G7498P127||Finance Insurance And Real Estate|0000913144|795889442.0|18
